M	ENTITY/.arpa	ENTITY/InterNIC
M	ENTITY/Anna_Karlin	ENTITY/Raghu_Ramakrishnan
M	ENTITY/Anna_Karlin	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Anna_Karlin	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Applied_mathematics	ENTITY/Computer_science
M	ENTITY/Artificial_neural_network	ENTITY/Machine_learning
M	ENTITY/Artificial_neural_network	neural
M	ENTITY/Association_for_Computing_Machinery	ENTITY/Association_for_the_Advancement_of_Artificial_Intelligence
M	ENTITY/Association_for_Computing_Machinery	ENTITY/IEEE_Computer_Society
M	ENTITY/Association_for_Computing_Machinery	ENTITY/Institute_of_Electrical_and_Electronics_Engineers
M	ENTITY/Association_for_Computing_Machinery	ENTITY/SIGMETRICS
M	ENTITY/Association_for_Computing_Machinery	ENTITY/SIGMOD
M	ENTITY/Association_for_Computing_Machinery	ENTITY/SIGPLAN
M	ENTITY/Association_for_Computing_Machinery	ENTITY/SIGSOFT
M	ENTITY/Association_for_Computing_Machinery	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Association_for_Computing_Machinery	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Association_for_Computing_Machinery	ENTITY/VLDB
M	ENTITY/Association_for_the_Advancement_of_Artificial_Intelligence	ENTITY/SIGSOFT
M	ENTITY/Automated_theorem_proving	ENTITY/Logic_programming
M	ENTITY/Automated_theorem_proving	ENTITY/Nuprl
M	ENTITY/Automatic_programming	ENTITY/Dynamic_compilation
M	ENTITY/Basketball	ENTITY/Volleyball
M	ENTITY/Binary_file	ENTITY/File_format
M	ENTITY/CPU_cache	ENTITY/Cache_coherence
M	ENTITY/CPU_cache	ENTITY/Instruction_pipelining
M	ENTITY/CPU_cache	ENTITY/Translation_lookaside_buffer
M	ENTITY/Cache_coherence	ENTITY/Data_parallelism
M	ENTITY/Cache_coherence	ENTITY/Distributed_shared_memory
M	ENTITY/Cache_coherence	ENTITY/Multiprocessing
M	ENTITY/Cache_coherence	ENTITY/Scalable_Coherent_Interface
M	ENTITY/Cache_coherence	ENTITY/Shared_memory
M	ENTITY/Cache_coherence	ENTITY/Simultaneous_multithreading
M	ENTITY/Cache_coherence	ENTITY/Translation_lookaside_buffer
M	ENTITY/Cache_coherence	multiprocessors
M	ENTITY/Cao_Cao	guo
M	ENTITY/Cao_Cao	liu
M	ENTITY/Cao_Cao	zhang
M	ENTITY/Carl_Ebeling	ENTITY/James_Larus
M	ENTITY/Carl_Ebeling	ENTITY/Jayadev_Misra
M	ENTITY/Carl_Ebeling	ENTITY/Raghu_Ramakrishnan
M	ENTITY/China	china
M	ENTITY/Cilk	ENTITY/Data_parallelism
M	ENTITY/Cilk	ENTITY/Modula
M	ENTITY/Combinatorics	ENTITY/Graph_theory
M	ENTITY/Common_Lisp	smalltalk
M	ENTITY/Compiler	ENTITY/Debugger
M	ENTITY/Compiler	ENTITY/Dynamic_compilation
M	ENTITY/Compiler	ENTITY/Fortran
M	ENTITY/Compiler	ENTITY/GNU_Debugger
M	ENTITY/Compiler	ENTITY/Optimizing_compiler
M	ENTITY/Compiler	ENTITY/Programming_language
M	ENTITY/Compiler	ENTITY/Static_program_analysis
M	ENTITY/Compiler	compiler
M	ENTITY/Compiler	compilers
M	ENTITY/Compiler	runtime
M	ENTITY/Complementarity_theory	ENTITY/Dynamic_problem_(algorithms)
M	ENTITY/Complementarity_theory	ENTITY/General_Algebraic_Modeling_System
M	ENTITY/Complementarity_theory	ENTITY/Mesh_generation
M	ENTITY/Complementarity_theory	ENTITY/Nonlinear_programming
M	ENTITY/Computational_biology	computational
M	ENTITY/Computational_complexity_theory	ENTITY/Dynamic_problem_(algorithms)
M	ENTITY/Computational_complexity_theory	algorithms
M	ENTITY/Computational_geometry	ENTITY/Dynamic_problem_(algorithms)
M	ENTITY/Computational_geometry	ENTITY/Mesh_generation
M	ENTITY/Computational_geometry	ENTITY/Motion_planning
M	ENTITY/Computational_science	ENTITY/Numerical_analysis
M	ENTITY/Computational_science	computational
M	ENTITY/Computational_science	computing
M	ENTITY/Computer	computers
M	ENTITY/Computer_engineering	ENTITY/Computer_science
M	ENTITY/Computer_engineering	ENTITY/Electrical_engineering
M	ENTITY/Computer_engineering	ENTITY/Software_engineering
M	ENTITY/Computer_engineering	engineering
M	ENTITY/Computer_vision	ENTITY/Digital_image_processing
M	ENTITY/Computer_vision	ENTITY/Machine_learning
M	ENTITY/Computer_vision	ENTITY/Machine_vision
M	ENTITY/Computer_vision	ENTITY/Motion_planning
M	ENTITY/Computer_vision	ENTITY/Pattern_recognition
M	ENTITY/Cornell_Central_Campus	ENTITY/Cornell_University
M	ENTITY/Cornell_Central_Campus	ENTITY/Cornell_University_Center_for_Advanced_Computing
M	ENTITY/Cornell_University	ENTITY/Ithaca,_New_York
M	ENTITY/Cornell_University	cornell
M	ENTITY/Data	data
M	ENTITY/Data_mining	ENTITY/Machine_learning
M	ENTITY/Data_model	ENTITY/Query_language
M	ENTITY/Data_model	data
M	ENTITY/Data_parallelism	ENTITY/Distributed_shared_memory
M	ENTITY/Data_parallelism	ENTITY/Dynamic_compilation
M	ENTITY/Data_parallelism	ENTITY/Dynamic_problem_(algorithms)
M	ENTITY/Data_parallelism	ENTITY/Multiprocessing
M	ENTITY/Data_parallelism	ENTITY/Optimizing_compiler
M	ENTITY/Data_parallelism	ENTITY/Parallel_computing
M	ENTITY/Data_parallelism	ENTITY/Shared_memory
M	ENTITY/Data_parallelism	ENTITY/Simultaneous_multithreading
M	ENTITY/Data_parallelism	ENTITY/Sparse_matrix
M	ENTITY/Data_parallelism	ENTITY/Superscalar_processor
M	ENTITY/Data_parallelism	interprocedural
M	ENTITY/Data_parallelism	multiprocessors
M	ENTITY/Data_parallelism	prefetching
M	ENTITY/Database	database
M	ENTITY/Database	databases
M	ENTITY/Debugger	ENTITY/Debugging
M	ENTITY/Debugger	ENTITY/GNU_Debugger
M	ENTITY/Dexter_Kozen	ENTITY/Dynamic_problem_(algorithms)
M	ENTITY/Dexter_Kozen	ENTITY/Greg_Morrisett
M	ENTITY/Dexter_Kozen	ENTITY/James_Larus
M	ENTITY/Dexter_Kozen	ENTITY/Jayadev_Misra
M	ENTITY/Dexter_Kozen	ENTITY/Nuprl
M	ENTITY/Dexter_Kozen	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Dexter_Kozen	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Dexter_Kozen	ENTITY/Walter_Savitch
M	ENTITY/Digital_image_processing	ENTITY/Machine_learning
M	ENTITY/Digital_image_processing	ENTITY/Machine_vision
M	ENTITY/Digital_image_processing	algorithms
M	ENTITY/Distributed_shared_memory	ENTITY/Message_passing
M	ENTITY/Distributed_shared_memory	ENTITY/Multiprocessing
M	ENTITY/Distributed_shared_memory	ENTITY/Parallel_computing
M	ENTITY/Distributed_shared_memory	ENTITY/Scalable_Coherent_Interface
M	ENTITY/Distributed_shared_memory	ENTITY/Shared_memory
M	ENTITY/Distributed_shared_memory	ENTITY/Simultaneous_multithreading
M	ENTITY/Distributed_shared_memory	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Distributed_shared_memory	multiprocessors
M	ENTITY/Doctor_of_Philosophy	phd
M	ENTITY/Dynamic_compilation	ENTITY/GNU_Debugger
M	ENTITY/Dynamic_compilation	ENTITY/James_Larus
M	ENTITY/Dynamic_compilation	ENTITY/Memory_management
M	ENTITY/Dynamic_compilation	ENTITY/Modula
M	ENTITY/Dynamic_compilation	ENTITY/Optimizing_compiler
M	ENTITY/Dynamic_compilation	ENTITY/Program_optimization
M	ENTITY/Dynamic_compilation	ENTITY/Program_slicing
M	ENTITY/Dynamic_compilation	interprocedural
M	ENTITY/Dynamic_compilation	optimizations
M	ENTITY/Dynamic_compilation	rscheme
M	ENTITY/Dynamic_compilation	runtime
M	ENTITY/Dynamic_problem_(algorithms)	ENTITY/Mesh_generation
M	ENTITY/Dynamic_problem_(algorithms)	ENTITY/Motion_planning
M	ENTITY/Dynamic_problem_(algorithms)	ENTITY/Program_slicing
M	ENTITY/Dynamic_problem_(algorithms)	ENTITY/Query_optimization
M	ENTITY/Dynamic_problem_(algorithms)	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Dynamic_problem_(algorithms)	ENTITY/Walter_Savitch
M	ENTITY/Dynamic_problem_(algorithms)	algorithmic
M	ENTITY/Dynamic_problem_(algorithms)	algorithms
M	ENTITY/Dynamic_problem_(algorithms)	computation
M	ENTITY/Dynamic_problem_(algorithms)	computational
M	ENTITY/Dynamic_problem_(algorithms)	interprocedural
M	ENTITY/Electrical_engineering	electrical
M	ENTITY/Email	email
M	ENTITY/File_Transfer_Protocol	ftp
M	ENTITY/File_format	formats
M	ENTITY/File_system	ENTITY/Operating_system
M	ENTITY/File_system	caching
M	ENTITY/File_system	file
M	ENTITY/Formal_methods	ENTITY/Formal_specification
M	ENTITY/Formal_specification	ENTITY/Nuprl
M	ENTITY/Fortran	ENTITY/Programming_language
M	ENTITY/Fortran	compilers
M	ENTITY/Functional_programming	ENTITY/Programming_language
M	ENTITY/Functional_programming	ENTITY/Type_theory
M	ENTITY/General_Algebraic_Modeling_System	ENTITY/Nonlinear_programming
M	ENTITY/Genetic_algorithm	algorithms
M	ENTITY/Gerard_Salton	ENTITY/Raghu_Ramakrishnan
M	ENTITY/Graph_theory	graphs
M	ENTITY/Greg_Morrisett	ENTITY/James_Larus
M	ENTITY/Greg_Morrisett	ENTITY/Jayadev_Misra
M	ENTITY/Greg_Morrisett	ENTITY/Modula
M	ENTITY/Greg_Morrisett	ENTITY/Nuprl
M	ENTITY/Greg_Morrisett	ENTITY/Program_slicing
M	ENTITY/Greg_Morrisett	ENTITY/SIGPLAN
M	ENTITY/Greg_Morrisett	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Greg_Morrisett	ENTITY/Walter_Savitch
M	ENTITY/Henry_(unit)	ENTITY/Weber_(unit)
M	ENTITY/Hypermedia	ENTITY/Hypertext
M	ENTITY/IEEE_Computer_Society	ENTITY/Institute_of_Electrical_and_Electronics_Engineers
M	ENTITY/IEEE_Computer_Society	ENTITY/SIGSOFT
M	ENTITY/Instruction_pipelining	ENTITY/Simultaneous_multithreading
M	ENTITY/Instruction_pipelining	ENTITY/Superscalar_processor
M	ENTITY/Instruction_pipelining	ENTITY/Translation_lookaside_buffer
M	ENTITY/International_law	law
M	ENTITY/James_Larus	ENTITY/Jayadev_Misra
M	ENTITY/James_Larus	ENTITY/Modula
M	ENTITY/James_Larus	ENTITY/Nuprl
M	ENTITY/James_Larus	ENTITY/Program_slicing
M	ENTITY/James_Larus	ENTITY/Raghu_Ramakrishnan
M	ENTITY/James_Larus	ENTITY/SIGSOFT
M	ENTITY/James_Larus	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Java_applet	applets
M	ENTITY/Jayadev_Misra	ENTITY/Modula
M	ENTITY/Jayadev_Misra	ENTITY/Raghu_Ramakrishnan
M	ENTITY/Jayadev_Misra	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Jayadev_Misra	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Jayadev_Misra	asplos
M	ENTITY/Jayadev_Misra	lazowska
M	ENTITY/Linear_programming	ENTITY/Mathematical_optimization
M	ENTITY/Linear_programming	ENTITY/Nonlinear_programming
M	ENTITY/Linux_kernel	ENTITY/Operating_system
M	ENTITY/Linux_kernel	linux
M	ENTITY/Linux_kernel	unix
M	ENTITY/Logic_programming	ENTITY/Prolog
M	ENTITY/Lycos	ENTITY/MetaCrawler
M	ENTITY/Machine_learning	ENTITY/Pattern_recognition
M	ENTITY/Machine_learning	algorithms
M	ENTITY/Mathematical_logic	ENTITY/Type_theory
M	ENTITY/Mathematical_logic	mathematical
M	ENTITY/Mathematical_optimization	ENTITY/Nonlinear_programming
M	ENTITY/Memory_management	ENTITY/Virtual_memory
M	ENTITY/Mesh_generation	ENTITY/Motion_planning
M	ENTITY/Message_passing	ENTITY/Shared_memory
M	ENTITY/MetaCrawler	ENTITY/Oren_Etzioni
M	ENTITY/MetaCrawler	ENTITY/Web_search_engine
M	ENTITY/Microarchitecture	ENTITY/Superscalar_processor
M	ENTITY/Microarchitecture	processors
M	ENTITY/Microsoft_Windows	linux
M	ENTITY/Microsoft_Windows	microsoft
M	ENTITY/Microsoft_Windows	windows
M	ENTITY/Modula	ENTITY/Nuprl
M	ENTITY/Modula	ENTITY/Programming_language
M	ENTITY/Modula	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Modula	smalltalk
M	ENTITY/Multiprocessing	ENTITY/Parallel_computing
M	ENTITY/Multiprocessing	ENTITY/Scalable_Coherent_Interface
M	ENTITY/Multiprocessing	ENTITY/Shared_memory
M	ENTITY/Multiprocessing	ENTITY/Simultaneous_multithreading
M	ENTITY/Multiprocessing	ENTITY/Superscalar_processor
M	ENTITY/Multiprocessing	multiprocessors
M	ENTITY/Multiprocessing	processors
M	ENTITY/National_Science_Foundation	nsf
M	ENTITY/Numerical_analysis	numerical
M	ENTITY/Nuprl	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Nuprl	ENTITY/Type_theory
M	ENTITY/Nuprl	ENTITY/Walter_Savitch
M	ENTITY/Nuprl	rscheme
M	ENTITY/OOPSLA	ENTITY/SIGPLAN
M	ENTITY/OOPSLA	ENTITY/SIGSOFT
M	ENTITY/Object_database	ENTITY/Query_language
M	ENTITY/Object_database	ENTITY/Query_optimization
M	ENTITY/Object_database	relational
M	ENTITY/Operating_system	linux
M	ENTITY/Operating_system	software
M	ENTITY/Operating_system	unix
M	ENTITY/Optimizing_compiler	ENTITY/Program_optimization
M	ENTITY/Optimizing_compiler	ENTITY/Program_slicing
M	ENTITY/Optimizing_compiler	interprocedural
M	ENTITY/Optimizing_compiler	optimizations
M	ENTITY/Oren_Etzioni	ENTITY/Raghu_Ramakrishnan
M	ENTITY/Parallel_computing	multiprocessors
M	ENTITY/Peking_University	ENTITY/Tsinghua_University
M	ENTITY/Princeton_University	princeton
M	ENTITY/Program_optimization	optimizations
M	ENTITY/Program_slicing	ENTITY/Raghu_Ramakrishnan
M	ENTITY/Program_slicing	ENTITY/SIGSOFT
M	ENTITY/Program_slicing	interprocedural
M	ENTITY/Programming_language	compiler
M	ENTITY/Programming_language	compilers
M	ENTITY/Programming_language	smalltalk
M	ENTITY/Query_language	ENTITY/Query_optimization
M	ENTITY/Query_language	query
M	ENTITY/Query_language	querying
M	ENTITY/Query_language	sql
M	ENTITY/Query_optimization	query
M	ENTITY/Query_optimization	sql
M	ENTITY/Raghu_Ramakrishnan	ENTITY/SIGSOFT
M	ENTITY/Raghu_Ramakrishnan	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/Raghu_Ramakrishnan	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Raghu_Ramakrishnan	ENTITY/VLDB
M	ENTITY/SIGMETRICS	ENTITY/SIGMOD
M	ENTITY/SIGMETRICS	ENTITY/SIGSOFT
M	ENTITY/SIGMETRICS	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/SIGMETRICS	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/SIGMETRICS	ENTITY/VLDB
M	ENTITY/SIGMETRICS	asplos
M	ENTITY/SIGMOD	ENTITY/SIGPLAN
M	ENTITY/SIGMOD	ENTITY/SIGSOFT
M	ENTITY/SIGMOD	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/SIGMOD	ENTITY/VLDB
M	ENTITY/SIGMOD	asplos
M	ENTITY/SIGPLAN	ENTITY/SIGSOFT
M	ENTITY/SIGPLAN	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/SIGPLAN	ENTITY/VLDB
M	ENTITY/SIGPLAN	asplos
M	ENTITY/SIGSOFT	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/SIGSOFT	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/SIGSOFT	ENTITY/VLDB
M	ENTITY/SIGSOFT	asplos
M	ENTITY/Scalable_Coherent_Interface	ENTITY/Simultaneous_multithreading
M	ENTITY/Scalable_Coherent_Interface	multiprocessors
M	ENTITY/Seattle	seattle
M	ENTITY/Semantics	ENTITY/Syntax
M	ENTITY/Shared_memory	multiprocessors
M	ENTITY/Simulation	simulator
M	ENTITY/Simultaneous_multithreading	ENTITY/Superscalar_processor
M	ENTITY/Simultaneous_multithreading	multiprocessors
M	ENTITY/Simultaneous_multithreading	processors
M	ENTITY/Softball	ENTITY/Volleyball
M	ENTITY/Software_engineering	engineering
M	ENTITY/Superscalar_processor	multiprocessors
M	ENTITY/Superscalar_processor	processors
M	ENTITY/Symposium_on_Operating_Systems_Principles	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/Symposium_on_Operating_Systems_Principles	ENTITY/USENIX
M	ENTITY/Symposium_on_Operating_Systems_Principles	asplos
M	ENTITY/Symposium_on_Theory_of_Computing	ENTITY/VLDB
M	ENTITY/Tcl	perl
M	ENTITY/Tennis	ENTITY/Volleyball
M	ENTITY/Usenet	ENTITY/Usenet_newsgroup
M	ENTITY/Usenet	newsgroups
M	ENTITY/Usenet_newsgroup	newsgroups
M	ENTITY/Web_browser	ENTITY/Web_server
M	ENTITY/Web_browser	applets
M	ENTITY/Web_browser	browser
M	ENTITY/Web_browser	browsers
M	ENTITY/Web_directory	ENTITY/Web_search_engine
M	ENTITY/Web_server	browser
M	ENTITY/Web_server	servers
M	ENTITY/Workstation	workstations
M	ENTITY/World_Wide_Web	web
