M	ENTITY/Protein	ENTITY/Gene
M	ENTITY/Convex_optimization	ENTITY/Mathematical_optimization
M	ENTITY/Convex_optimization	ENTITY/Job_shop_scheduling
M	ENTITY/Convex_optimization	ENTITY/Regularization_(mathematics)
M	ENTITY/Convex_optimization	ENTITY/Linear_programming
M	ENTITY/Convex_optimization	ENTITY/Radial_basis_function
M	ENTITY/Convex_optimization	ENTITY/AdaBoost
M	ENTITY/Convex_optimization	ENTITY/Kernel_method
M	ENTITY/Convex_optimization	ENTITY/Global_optimization
M	ENTITY/Convex_optimization	ENTITY/Stochastic_optimization
M	ENTITY/Variance	ENTITY/Normal_distribution
M	ENTITY/Variance	ENTITY/Covariance
M	ENTITY/Machine_learning	ENTITY/Reinforcement_learning
M	ENTITY/Machine_learning	ENTITY/Supervised_learning
M	ENTITY/Machine_learning	ENTITY/Training,_test,_and_validation_sets
M	ENTITY/Machine_learning	ENTITY/Statistical_classification
M	ENTITY/Machine_learning	ENTITY/Artificial_neural_network
M	ENTITY/Machine_learning	ENTITY/Boosting_(machine_learning)
M	ENTITY/Machine_learning	ENTITY/Incremental_learning
M	ENTITY/Machine_learning	ENTITY/Pattern_recognition
M	ENTITY/Machine_learning	ENTITY/Generalization_error
M	ENTITY/Machine_learning	ENTITY/Unsupervised_learning
M	ENTITY/Machine_learning	ENTITY/Feature_selection
M	ENTITY/Machine_learning	ENTITY/C4.5_algorithm
M	ENTITY/Machine_learning	ENTITY/Ensemble_learning
M	ENTITY/Machine_learning	ENTITY/Computational_learning_theory
M	ENTITY/Machine_learning	ENTITY/Data_mining
M	ENTITY/Machine_learning	ENTITY/AdaBoost
M	ENTITY/Machine_learning	ENTITY/Kernel_method
M	ENTITY/Machine_learning	ENTITY/Support_vector_machine
M	ENTITY/Machine_learning	ENTITY/Early_stopping
M	ENTITY/Machine_learning	ENTITY/Feature_extraction
M	ENTITY/Reinforcement_learning	ENTITY/Supervised_learning
M	ENTITY/Reinforcement_learning	ENTITY/Feedforward_neural_network
M	ENTITY/Reinforcement_learning	ENTITY/Backpropagation
M	ENTITY/Reinforcement_learning	ENTITY/Competitive_learning
M	ENTITY/Reinforcement_learning	ENTITY/Artificial_neural_network
M	ENTITY/Reinforcement_learning	ENTITY/Sample_complexity
M	ENTITY/Reinforcement_learning	ENTITY/Recurrent_neural_network
M	ENTITY/Reinforcement_learning	ENTITY/Incremental_learning
M	ENTITY/Reinforcement_learning	ENTITY/Unsupervised_learning
M	ENTITY/Reinforcement_learning	ENTITY/Evaluation_function
M	ENTITY/Reinforcement_learning	ENTITY/Multilayer_perceptron
M	ENTITY/Reinforcement_learning	ENTITY/Ensemble_learning
M	ENTITY/Reinforcement_learning	ENTITY/Evolutionary_computation
M	ENTITY/Reinforcement_learning	ENTITY/Markov_decision_process
M	ENTITY/Reinforcement_learning	ENTITY/Stochastic_optimization
M	ENTITY/Dynamic_programming	ENTITY/Branch_and_bound
M	ENTITY/Stochastic_process	ENTITY/Markov_chain
M	ENTITY/Stochastic_process	ENTITY/Random_walk
M	ENTITY/Stochastic_process	ENTITY/Gaussian_process
M	ENTITY/Algorithm	ENTITY/Data_structure
M	ENTITY/Algorithm	ENTITY/Simulated_annealing
M	ENTITY/Bayesian_probability	ENTITY/Bayesian_statistics
M	ENTITY/Bayesian_probability	ENTITY/Bayesian_inference
M	ENTITY/Bayesian_probability	ENTITY/Posterior_probability
M	ENTITY/Bayesian_probability	ENTITY/Prior_probability
M	ENTITY/Metric_space	ENTITY/Compact_space
M	ENTITY/Metric_space	ENTITY/Metric_(mathematics)
M	ENTITY/Deterministic_system	ENTITY/Markov_decision_process
M	ENTITY/Deterministic_system	ENTITY/Stochastic_optimization
M	ENTITY/Speedup	ENTITY/Probably_approximately_correct_learning
M	ENTITY/Speedup	ENTITY/Sample_complexity
M	ENTITY/Speedup	ENTITY/Incremental_learning
M	ENTITY/Speedup	ENTITY/Generalization_error
M	ENTITY/Speedup	ENTITY/Evaluation_function
M	ENTITY/Speedup	ENTITY/Fitness_function
M	ENTITY/Speedup	ENTITY/Simultaneous_multithreading
M	ENTITY/Speedup	ENTITY/Superscalar_processor
M	ENTITY/Speedup	ENTITY/Branch_predictor
M	ENTITY/Speedup	ENTITY/Speculative_execution
M	ENTITY/Speedup	ENTITY/Parallel_computing
M	ENTITY/Speedup	ENTITY/MIMD
M	ENTITY/Speedup	ENTITY/Instruction_pipelining
M	ENTITY/Speedup	ENTITY/Deterministic_algorithm
M	ENTITY/Speedup	ENTITY/Branch_and_bound
M	ENTITY/Speedup	ENTITY/Early_stopping
M	ENTITY/Speedup	ENTITY/Stochastic_optimization
M	ENTITY/Speedup	ENTITY/Instruction_scheduling
M	ENTITY/Smoothing	ENTITY/Function_approximation
M	ENTITY/Smoothing	ENTITY/Boosting_(machine_learning)
M	ENTITY/Smoothing	ENTITY/Generalization_error
M	ENTITY/Smoothing	ENTITY/Decision_tree_learning
M	ENTITY/Smoothing	ENTITY/Regularization_(mathematics)
M	ENTITY/Smoothing	ENTITY/Feature_selection
M	ENTITY/Smoothing	ENTITY/Ensemble_learning
M	ENTITY/Smoothing	ENTITY/Independent_component_analysis
M	ENTITY/Smoothing	ENTITY/Blind_signal_separation
M	ENTITY/Smoothing	ENTITY/Radial_basis_function
M	ENTITY/Smoothing	ENTITY/AdaBoost
M	ENTITY/Smoothing	ENTITY/Kernel_method
M	ENTITY/Smoothing	ENTITY/Early_stopping
M	ENTITY/Smoothing	ENTITY/Feature_extraction
M	ENTITY/Smoothing	ENTITY/Infinite_impulse_response
M	ENTITY/Genetic_programming	ENTITY/Evolutionary_algorithm
M	ENTITY/Genetic_programming	ENTITY/Genetic_algorithm
M	ENTITY/Genetic_programming	ENTITY/Fitness_function
M	ENTITY/Genetic_programming	ENTITY/Genetic_operator
M	ENTITY/Genetic_programming	ENTITY/Evolutionary_computation
M	ENTITY/Supervised_learning	ENTITY/Overfitting
M	ENTITY/Supervised_learning	ENTITY/Training,_test,_and_validation_sets
M	ENTITY/Supervised_learning	ENTITY/Feedforward_neural_network
M	ENTITY/Supervised_learning	ENTITY/Backpropagation
M	ENTITY/Supervised_learning	ENTITY/Competitive_learning
M	ENTITY/Supervised_learning	ENTITY/Statistical_classification
M	ENTITY/Supervised_learning	ENTITY/Function_approximation
M	ENTITY/Supervised_learning	ENTITY/Artificial_neural_network
M	ENTITY/Supervised_learning	ENTITY/Probably_approximately_correct_learning
M	ENTITY/Supervised_learning	ENTITY/Boosting_(machine_learning)
M	ENTITY/Supervised_learning	ENTITY/VC_dimension
M	ENTITY/Supervised_learning	ENTITY/Sample_complexity
M	ENTITY/Supervised_learning	ENTITY/Recurrent_neural_network
M	ENTITY/Supervised_learning	ENTITY/Concept_learning
M	ENTITY/Supervised_learning	ENTITY/Incremental_learning
M	ENTITY/Supervised_learning	ENTITY/Generalization_error
M	ENTITY/Supervised_learning	ENTITY/Knowledge_acquisition
M	ENTITY/Supervised_learning	ENTITY/Unsupervised_learning
M	ENTITY/Supervised_learning	ENTITY/Decision_tree_learning
M	ENTITY/Supervised_learning	ENTITY/Gradient_descent
M	ENTITY/Supervised_learning	ENTITY/Multilayer_perceptron
M	ENTITY/Supervised_learning	ENTITY/Inductive_logic_programming
M	ENTITY/Supervised_learning	ENTITY/Loss_function
M	ENTITY/Supervised_learning	ENTITY/Regularization_(mathematics)
M	ENTITY/Supervised_learning	ENTITY/Binary_classification
M	ENTITY/Supervised_learning	ENTITY/Fitness_function
M	ENTITY/Supervised_learning	ENTITY/Radial_basis_function_network
M	ENTITY/Supervised_learning	ENTITY/Feature_selection
M	ENTITY/Supervised_learning	ENTITY/C4.5_algorithm
M	ENTITY/Supervised_learning	ENTITY/Ensemble_learning
M	ENTITY/Supervised_learning	ENTITY/Perceptron
M	ENTITY/Supervised_learning	ENTITY/Leo_Breiman
M	ENTITY/Supervised_learning	ENTITY/Computational_learning_theory
M	ENTITY/Supervised_learning	ENTITY/Radial_basis_function
M	ENTITY/Supervised_learning	ENTITY/AdaBoost
M	ENTITY/Supervised_learning	ENTITY/Boltzmann_machine
M	ENTITY/Supervised_learning	ENTITY/Kernel_method
M	ENTITY/Supervised_learning	ENTITY/Support_vector_machine
M	ENTITY/Supervised_learning	ENTITY/Early_stopping
M	ENTITY/Supervised_learning	ENTITY/Stochastic_optimization
M	ENTITY/Supervised_learning	ENTITY/Feature_extraction
M	ENTITY/Hill_climbing	ENTITY/Local_search_(optimization)
M	ENTITY/Hill_climbing	ENTITY/Simulated_annealing
M	ENTITY/Hill_climbing	ENTITY/Fitness_function
M	ENTITY/Hill_climbing	ENTITY/Branch_and_bound
M	ENTITY/Hill_climbing	ENTITY/Stochastic_optimization
M	ENTITY/Bayesian_statistics	ENTITY/Markov_chain_Monte_Carlo
M	ENTITY/Bayesian_statistics	ENTITY/Bayesian_inference
M	ENTITY/Bayesian_statistics	ENTITY/Posterior_probability
M	ENTITY/Bayesian_statistics	ENTITY/Statistical_inference
M	ENTITY/Bayesian_statistics	ENTITY/Prior_probability
M	ENTITY/Statistical_hypothesis_testing	ENTITY/Regression_analysis
M	ENTITY/Statistical_hypothesis_testing	ENTITY/Statistical_inference
M	ENTITY/Model_selection	ENTITY/Overfitting
M	ENTITY/Model_selection	ENTITY/Training,_test,_and_validation_sets
M	ENTITY/Model_selection	ENTITY/Function_approximation
M	ENTITY/Model_selection	ENTITY/Missing_data
M	ENTITY/Model_selection	ENTITY/Probably_approximately_correct_learning
M	ENTITY/Model_selection	ENTITY/Sample_complexity
M	ENTITY/Model_selection	ENTITY/Incremental_learning
M	ENTITY/Model_selection	ENTITY/Generalization_error
M	ENTITY/Model_selection	ENTITY/Maximum_likelihood_estimation
M	ENTITY/Model_selection	ENTITY/Regularization_(mathematics)
M	ENTITY/Model_selection	ENTITY/Minimum_description_length
M	ENTITY/Model_selection	ENTITY/Feature_selection
M	ENTITY/Model_selection	ENTITY/C4.5_algorithm
M	ENTITY/Model_selection	ENTITY/Ensemble_learning
M	ENTITY/Model_selection	ENTITY/Statistical_inference
M	ENTITY/Model_selection	ENTITY/Leo_Breiman
M	ENTITY/Model_selection	ENTITY/Nonparametric_statistics
M	ENTITY/Model_selection	ENTITY/AdaBoost
M	ENTITY/Model_selection	ENTITY/Minimum_message_length
M	ENTITY/Model_selection	ENTITY/Kernel_method
M	ENTITY/Model_selection	ENTITY/Early_stopping
M	ENTITY/Model_selection	ENTITY/Stochastic_optimization
M	ENTITY/Conditional_probability	ENTITY/Sample_complexity
M	ENTITY/Conditional_probability	ENTITY/Conditional_independence
M	ENTITY/Conditional_probability	ENTITY/Probability
M	ENTITY/Conditional_probability	ENTITY/Posterior_probability
M	ENTITY/Conditional_probability	ENTITY/C4.5_algorithm
M	ENTITY/Conditional_probability	ENTITY/Prior_probability
M	ENTITY/Conditional_probability	ENTITY/Joint_probability_distribution
M	ENTITY/Overfitting	ENTITY/Training,_test,_and_validation_sets
M	ENTITY/Overfitting	ENTITY/Function_approximation
M	ENTITY/Overfitting	ENTITY/Boosting_(machine_learning)
M	ENTITY/Overfitting	ENTITY/VC_dimension
M	ENTITY/Overfitting	ENTITY/Sample_complexity
M	ENTITY/Overfitting	ENTITY/Incremental_learning
M	ENTITY/Overfitting	ENTITY/Generalization_error
M	ENTITY/Overfitting	ENTITY/Unsupervised_learning
M	ENTITY/Overfitting	ENTITY/Decision_tree_learning
M	ENTITY/Overfitting	ENTITY/Loss_function
M	ENTITY/Overfitting	ENTITY/Regularization_(mathematics)
M	ENTITY/Overfitting	ENTITY/Binary_classification
M	ENTITY/Overfitting	ENTITY/Radial_basis_function_network
M	ENTITY/Overfitting	ENTITY/C4.5_algorithm
M	ENTITY/Overfitting	ENTITY/Ensemble_learning
M	ENTITY/Overfitting	ENTITY/AdaBoost
M	ENTITY/Overfitting	ENTITY/Kernel_method
M	ENTITY/Overfitting	ENTITY/Early_stopping
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Feedforward_neural_network
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Competitive_learning
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Statistical_classification
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Function_approximation
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Probably_approximately_correct_learning
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Boosting_(machine_learning)
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/VC_dimension
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Sample_complexity
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Incremental_learning
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Generalization_error
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Conditional_independence
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Knowledge_acquisition
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Unsupervised_learning
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Decision_tree_learning
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Multilayer_perceptron
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Inductive_logic_programming
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Loss_function
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Regularization_(mathematics)
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Binary_classification
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Minimum_description_length
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Fitness_function
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Radial_basis_function_network
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Posterior_probability
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Feature_selection
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/C4.5_algorithm
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Ensemble_learning
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Independent_component_analysis
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Blind_signal_separation
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Leo_Breiman
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Computational_learning_theory
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Joint_probability_distribution
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Radial_basis_function
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/AdaBoost
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Boltzmann_machine
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Minimum_message_length
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Kernel_method
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Support_vector_machine
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Early_stopping
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Stochastic_optimization
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Feature_extraction
M	ENTITY/Training,_test,_and_validation_sets	ENTITY/Similarity_measure
M	ENTITY/Feedforward_neural_network	ENTITY/Backpropagation
M	ENTITY/Feedforward_neural_network	ENTITY/Competitive_learning
M	ENTITY/Feedforward_neural_network	ENTITY/Function_approximation
M	ENTITY/Feedforward_neural_network	ENTITY/Artificial_neural_network
M	ENTITY/Feedforward_neural_network	ENTITY/Boosting_(machine_learning)
M	ENTITY/Feedforward_neural_network	ENTITY/VC_dimension
M	ENTITY/Feedforward_neural_network	ENTITY/Sample_complexity
M	ENTITY/Feedforward_neural_network	ENTITY/Recurrent_neural_network
M	ENTITY/Feedforward_neural_network	ENTITY/Incremental_learning
M	ENTITY/Feedforward_neural_network	ENTITY/Connectionism
M	ENTITY/Feedforward_neural_network	ENTITY/Generalization_error
M	ENTITY/Feedforward_neural_network	ENTITY/Unsupervised_learning
M	ENTITY/Feedforward_neural_network	ENTITY/Hebbian_theory
M	ENTITY/Feedforward_neural_network	ENTITY/Decision_tree_learning
M	ENTITY/Feedforward_neural_network	ENTITY/Multilayer_perceptron
M	ENTITY/Feedforward_neural_network	ENTITY/Artificial_neuron
M	ENTITY/Feedforward_neural_network	ENTITY/Gaussian_process
M	ENTITY/Feedforward_neural_network	ENTITY/Radial_basis_function_network
M	ENTITY/Feedforward_neural_network	ENTITY/C4.5_algorithm
M	ENTITY/Feedforward_neural_network	ENTITY/Ensemble_learning
M	ENTITY/Feedforward_neural_network	ENTITY/Perceptron
M	ENTITY/Feedforward_neural_network	ENTITY/Computational_learning_theory
M	ENTITY/Feedforward_neural_network	ENTITY/Radial_basis_function
M	ENTITY/Feedforward_neural_network	ENTITY/AdaBoost
M	ENTITY/Feedforward_neural_network	ENTITY/Boltzmann_machine
M	ENTITY/Feedforward_neural_network	ENTITY/Kernel_method
M	ENTITY/Feedforward_neural_network	ENTITY/Early_stopping
M	ENTITY/Backpropagation	ENTITY/Function_approximation
M	ENTITY/Backpropagation	ENTITY/Artificial_neural_network
M	ENTITY/Backpropagation	ENTITY/Sample_complexity
M	ENTITY/Backpropagation	ENTITY/Recurrent_neural_network
M	ENTITY/Backpropagation	ENTITY/Connectionism
M	ENTITY/Backpropagation	ENTITY/Generalization_error
M	ENTITY/Backpropagation	ENTITY/Unsupervised_learning
M	ENTITY/Backpropagation	ENTITY/Hebbian_theory
M	ENTITY/Backpropagation	ENTITY/Gradient_descent
M	ENTITY/Backpropagation	ENTITY/Multilayer_perceptron
M	ENTITY/Backpropagation	ENTITY/Artificial_neuron
M	ENTITY/Backpropagation	ENTITY/Radial_basis_function_network
M	ENTITY/Backpropagation	ENTITY/Ensemble_learning
M	ENTITY/Backpropagation	ENTITY/Perceptron
M	ENTITY/Backpropagation	ENTITY/Blind_signal_separation
M	ENTITY/Backpropagation	ENTITY/Radial_basis_function
M	ENTITY/Backpropagation	ENTITY/AdaBoost
M	ENTITY/Backpropagation	ENTITY/Boltzmann_machine
M	ENTITY/Backpropagation	ENTITY/Early_stopping
M	ENTITY/Backpropagation	ENTITY/Stochastic_optimization
M	ENTITY/Monte_Carlo_method	ENTITY/Markov_chain_Monte_Carlo
M	ENTITY/Convergence_of_random_variables	ENTITY/Function_approximation
M	ENTITY/Convergence_of_random_variables	ENTITY/VC_dimension
M	ENTITY/Convergence_of_random_variables	ENTITY/Sample_complexity
M	ENTITY/Convergence_of_random_variables	ENTITY/Generalization_error
M	ENTITY/Convergence_of_random_variables	ENTITY/Conditional_independence
M	ENTITY/Convergence_of_random_variables	ENTITY/Limit_of_a_sequence
M	ENTITY/Convergence_of_random_variables	ENTITY/Gaussian_process
M	ENTITY/Convergence_of_random_variables	ENTITY/Joint_probability_distribution
M	ENTITY/Convergence_of_random_variables	ENTITY/Early_stopping
M	ENTITY/Convergence_of_random_variables	ENTITY/Stochastic_optimization
M	ENTITY/Hippocampus	ENTITY/Neocortex
M	ENTITY/Hippocampus	ENTITY/Visual_cortex
M	ENTITY/Hippocampus	ENTITY/Neuron
M	ENTITY/Neocortex	ENTITY/Visual_cortex
M	ENTITY/Competitive_learning	ENTITY/Function_approximation
M	ENTITY/Competitive_learning	ENTITY/Probably_approximately_correct_learning
M	ENTITY/Competitive_learning	ENTITY/Boosting_(machine_learning)
M	ENTITY/Competitive_learning	ENTITY/Sample_complexity
M	ENTITY/Competitive_learning	ENTITY/Recurrent_neural_network
M	ENTITY/Competitive_learning	ENTITY/Concept_learning
M	ENTITY/Competitive_learning	ENTITY/Incremental_learning
M	ENTITY/Competitive_learning	ENTITY/Connectionism
M	ENTITY/Competitive_learning	ENTITY/Generalization_error
M	ENTITY/Competitive_learning	ENTITY/Unsupervised_learning
M	ENTITY/Competitive_learning	ENTITY/Hebbian_theory
M	ENTITY/Competitive_learning	ENTITY/Multilayer_perceptron
M	ENTITY/Competitive_learning	ENTITY/Artificial_neuron
M	ENTITY/Competitive_learning	ENTITY/Inductive_logic_programming
M	ENTITY/Competitive_learning	ENTITY/Fitness_function
M	ENTITY/Competitive_learning	ENTITY/Genetic_operator
M	ENTITY/Competitive_learning	ENTITY/Radial_basis_function_network
M	ENTITY/Competitive_learning	ENTITY/C4.5_algorithm
M	ENTITY/Competitive_learning	ENTITY/Ensemble_learning
M	ENTITY/Competitive_learning	ENTITY/Evolutionary_computation
M	ENTITY/Competitive_learning	ENTITY/Independent_component_analysis
M	ENTITY/Competitive_learning	ENTITY/Blind_signal_separation
M	ENTITY/Competitive_learning	ENTITY/Computational_learning_theory
M	ENTITY/Competitive_learning	ENTITY/Vector_quantization
M	ENTITY/Competitive_learning	ENTITY/Radial_basis_function
M	ENTITY/Competitive_learning	ENTITY/AdaBoost
M	ENTITY/Competitive_learning	ENTITY/Minimum_message_length
M	ENTITY/Competitive_learning	ENTITY/Kernel_method
M	ENTITY/Competitive_learning	ENTITY/Early_stopping
M	ENTITY/Competitive_learning	ENTITY/Stochastic_optimization
M	ENTITY/Competitive_learning	ENTITY/Feature_extraction
M	ENTITY/Statistical_classification	ENTITY/Function_approximation
M	ENTITY/Statistical_classification	ENTITY/Boosting_(machine_learning)
M	ENTITY/Statistical_classification	ENTITY/VC_dimension
M	ENTITY/Statistical_classification	ENTITY/Sample_complexity
M	ENTITY/Statistical_classification	ENTITY/Incremental_learning
M	ENTITY/Statistical_classification	ENTITY/Pattern_recognition
M	ENTITY/Statistical_classification	ENTITY/Unsupervised_learning
M	ENTITY/Statistical_classification	ENTITY/Decision_tree_learning
M	ENTITY/Statistical_classification	ENTITY/Binary_classification
M	ENTITY/Statistical_classification	ENTITY/Radial_basis_function_network
M	ENTITY/Statistical_classification	ENTITY/Feature_selection
M	ENTITY/Statistical_classification	ENTITY/C4.5_algorithm
M	ENTITY/Statistical_classification	ENTITY/Ensemble_learning
M	ENTITY/Statistical_classification	ENTITY/AdaBoost
M	ENTITY/Statistical_classification	ENTITY/Kernel_method
M	ENTITY/Statistical_classification	ENTITY/Support_vector_machine
M	ENTITY/Statistical_classification	ENTITY/Early_stopping
M	ENTITY/Probability_distribution	ENTITY/Normal_distribution
M	ENTITY/Probability_distribution	ENTITY/Gaussian_process
M	ENTITY/Probability_distribution	ENTITY/Posterior_probability
M	ENTITY/Probability_distribution	ENTITY/Prior_probability
M	ENTITY/Probability_distribution	ENTITY/Discrete_uniform_distribution
M	ENTITY/Probability_distribution	ENTITY/Joint_probability_distribution
M	ENTITY/Time_complexity	ENTITY/Computational_complexity_theory
M	ENTITY/Time_complexity	ENTITY/Big_O_notation
M	ENTITY/Oracle_machine	ENTITY/Decision_problem
M	ENTITY/Oracle_machine	ENTITY/Turing_machine
M	ENTITY/Decision_tree	ENTITY/Decision_tree_learning
M	ENTITY/Decision_tree	ENTITY/C4.5_algorithm
M	ENTITY/Decision_tree	ENTITY/Ensemble_learning
M	ENTITY/Function_approximation	ENTITY/Boosting_(machine_learning)
M	ENTITY/Function_approximation	ENTITY/VC_dimension
M	ENTITY/Function_approximation	ENTITY/Sample_complexity
M	ENTITY/Function_approximation	ENTITY/Recurrent_neural_network
M	ENTITY/Function_approximation	ENTITY/Incremental_learning
M	ENTITY/Function_approximation	ENTITY/Generalization_error
M	ENTITY/Function_approximation	ENTITY/Local_search_(optimization)
M	ENTITY/Function_approximation	ENTITY/Conditional_independence
M	ENTITY/Function_approximation	ENTITY/Unsupervised_learning
M	ENTITY/Function_approximation	ENTITY/Decision_tree_learning
M	ENTITY/Function_approximation	ENTITY/Gradient_descent
M	ENTITY/Function_approximation	ENTITY/Job_shop_scheduling
M	ENTITY/Function_approximation	ENTITY/Evaluation_function
M	ENTITY/Function_approximation	ENTITY/Multilayer_perceptron
M	ENTITY/Function_approximation	ENTITY/Inductive_logic_programming
M	ENTITY/Function_approximation	ENTITY/Concept_class
M	ENTITY/Function_approximation	ENTITY/Gaussian_process
M	ENTITY/Function_approximation	ENTITY/Loss_function
M	ENTITY/Function_approximation	ENTITY/Regularization_(mathematics)
M	ENTITY/Function_approximation	ENTITY/Binary_classification
M	ENTITY/Function_approximation	ENTITY/Minimum_description_length
M	ENTITY/Function_approximation	ENTITY/Fitness_function
M	ENTITY/Function_approximation	ENTITY/Genetic_operator
M	ENTITY/Function_approximation	ENTITY/Radial_basis_function_network
M	ENTITY/Function_approximation	ENTITY/Feature_selection
M	ENTITY/Function_approximation	ENTITY/C4.5_algorithm
M	ENTITY/Function_approximation	ENTITY/Ensemble_learning
M	ENTITY/Function_approximation	ENTITY/Independent_component_analysis
M	ENTITY/Function_approximation	ENTITY/Blind_signal_separation
M	ENTITY/Function_approximation	ENTITY/Leo_Breiman
M	ENTITY/Function_approximation	ENTITY/Computational_learning_theory
M	ENTITY/Function_approximation	ENTITY/Local_optimum
M	ENTITY/Function_approximation	ENTITY/Radial_basis_function
M	ENTITY/Function_approximation	ENTITY/AdaBoost
M	ENTITY/Function_approximation	ENTITY/Discretization
M	ENTITY/Function_approximation	ENTITY/Boltzmann_machine
M	ENTITY/Function_approximation	ENTITY/Adaptive_control
M	ENTITY/Function_approximation	ENTITY/Markov_decision_process
M	ENTITY/Function_approximation	ENTITY/Minimum_message_length
M	ENTITY/Function_approximation	ENTITY/Kernel_method
M	ENTITY/Function_approximation	ENTITY/Support_vector_machine
M	ENTITY/Function_approximation	ENTITY/Early_stopping
M	ENTITY/Function_approximation	ENTITY/Stochastic_optimization
M	ENTITY/Function_approximation	ENTITY/Feature_extraction
M	ENTITY/Function_approximation	ENTITY/Infinite_impulse_response
