M	electromagnetic	ENTITY/Magnetic_field
M	iterative	ENTITY/Algorithm
M	iterative	ENTITY/Mathematical_optimization
M	iterative	ENTITY/Regularization_(mathematics)
M	sensor	ENTITY/Wireless_sensor_network
M	ENTITY/Stochastic	stochastic
M	ENTITY/General_officer	general
M	databases	ENTITY/Text_mining
M	databases	ENTITY/Data_mining
M	ENTITY/Reinforcement_learning	algorithms
M	ENTITY/Reinforcement_learning	bayesian
M	ENTITY/Reinforcement_learning	multiobjective
M	ENTITY/Reinforcement_learning	pomdps
M	hedging	ENTITY/Volatility_(finance)
M	hedging	ENTITY/Stochastic_volatility
M	hedging	ENTITY/Valuation_of_options
M	ENTITY/Genetic_programming	algorithms
M	ENTITY/Genetic_programming	computational
M	ENTITY/Genetic_programming	multiobjective
M	ENTITY/Genetic_programming	pomdps
M	programming	ENTITY/Logic_programming
M	gene	ENTITY/Gene_expression
M	gene	ENTITY/Gene
M	gene	ENTITY/Protein
M	nonlinear	ENTITY/Molecular_dynamics
M	nonlinear	ENTITY/Nonlinear_system
M	nonlinear	ENTITY/Mathematical_optimization
M	nonlinear	ENTITY/Regularization_(mathematics)
M	nonlinear	ENTITY/Quantum_mechanics
M	multiscale	ENTITY/Bioinformatics
M	approximations	ENTITY/Algorithm
M	parameter	ENTITY/Regularization_(mathematics)
M	fuel	ENTITY/Diesel_fuel
M	ENTITY/Wireless_sensor_network	multiobjective
M	web	ENTITY/Semantic_Web
M	emissions	ENTITY/Methane
M	prices	ENTITY/Economic_equilibrium
M	prices	ENTITY/Volatility_(finance)
M	prices	ENTITY/Inflation
M	genomics	ENTITY/Microarray
M	genomics	ENTITY/Bioinformatics
M	genomics	ENTITY/Genome
M	genomics	ENTITY/Systems_biology
M	genomics	ENTITY/DNA_microarray
M	optimal	ENTITY/Algorithm
M	optimal	ENTITY/Mathematical_optimization
M	biology	ENTITY/Bioinformatics
M	biology	ENTITY/Systems_biology
M	protein	ENTITY/Gene_expression
M	protein	ENTITY/Gene
M	protein	ENTITY/Eukaryote
M	protein	ENTITY/Protein
M	protein	ENTITY/Enzyme
M	protein	ENTITY/Transcription_factor
M	protein	ENTITY/RNA
M	protein	ENTITY/Protein_folding
M	sediments	ENTITY/Holocene
M	mathematical	ENTITY/Quantum_mechanics
M	equations	ENTITY/Nonlinear_system
M	equations	ENTITY/Quantum_mechanics
M	equations	ENTITY/Quantum_field_theory
M	equations	ENTITY/Conformal_field_theory
M	algorithms	ENTITY/Computational_intelligence
M	algorithms	ENTITY/Text_mining
M	algorithms	ENTITY/Biclustering
M	algorithms	ENTITY/Bioinformatics
M	algorithms	ENTITY/Hidden_Markov_model
M	algorithms	ENTITY/Boosting_(machine_learning)
M	algorithms	ENTITY/Bayesian_network
M	algorithms	ENTITY/Heuristic
M	algorithms	ENTITY/Molecular_dynamics
M	algorithms	ENTITY/Unsupervised_learning
M	algorithms	ENTITY/Evolutionary_computation
M	algorithms	ENTITY/Algorithm
M	algorithms	ENTITY/Time_series
M	algorithms	ENTITY/Independent_component_analysis
M	algorithms	ENTITY/Quantum_computing
M	algorithms	ENTITY/Support_vector_machine
M	algorithms	ENTITY/Mathematical_optimization
M	algorithms	ENTITY/Evolutionary_algorithm
M	algorithms	ENTITY/Regularization_(mathematics)
M	algorithms	ENTITY/Connectionism
M	algorithms	ENTITY/Artificial_neural_network
M	algorithms	ENTITY/Machine_learning
M	algorithms	ENTITY/Data_mining
M	algorithms	ENTITY/Recurrent_neural_network
M	algorithms	ENTITY/Perceptron
M	algorithms	ENTITY/Logic_programming
M	logic	ENTITY/Logic
M	logic	ENTITY/Connectionism
M	logic	ENTITY/Logic_programming
M	nonparametric	ENTITY/Variance
M	nonparametric	ENTITY/Biclustering
M	nonparametric	ENTITY/Hidden_Markov_model
M	nonparametric	ENTITY/Bayesian_probability
M	nonparametric	ENTITY/Boosting_(machine_learning)
M	nonparametric	ENTITY/Bayesian_network
M	nonparametric	ENTITY/Unsupervised_learning
M	nonparametric	ENTITY/Time_series
M	nonparametric	ENTITY/Independent_component_analysis
M	nonparametric	ENTITY/Support_vector_machine
M	nonparametric	ENTITY/Regularization_(mathematics)
M	nonparametric	ENTITY/Machine_learning
M	nonparametric	ENTITY/Stochastic_volatility
M	evolutionary	ENTITY/Evolutionary_computation
M	evolutionary	ENTITY/Evolutionary_algorithm
M	evolutionary	ENTITY/Evolution
M	evolutionary	ENTITY/Coevolution
M	ENTITY/Computational_intelligence	multiagent
M	ENTITY/Computational_intelligence	computational
M	ENTITY/Computational_intelligence	bioinformatics
M	ENTITY/Computational_intelligence	bayesian
M	ENTITY/Computational_intelligence	computing
M	ENTITY/Computational_intelligence	informatics
M	ENTITY/Computational_intelligence	multiobjective
M	ENTITY/Computational_intelligence	computation
M	ENTITY/Computational_intelligence	neural
M	ENTITY/Computational_intelligence	stochastic
M	ENTITY/Computational_intelligence	pomdps
M	ENTITY/Computer_simulation	computational
M	simulated	ENTITY/Simulation
M	mechanics	ENTITY/Quantum_mechanics
M	theoretical	ENTITY/Molecular_dynamics
M	theoretical	ENTITY/Quantum_mechanics
M	theoretical	ENTITY/Quantum_field_theory
M	theoretical	ENTITY/String_theory
M	multiagent	ENTITY/Evolutionary_computation
M	ENTITY/Variance	correlations
M	sequencing	ENTITY/Microarray
M	sequencing	ENTITY/Gene_expression
M	sequencing	ENTITY/Nucleic_acid_hybridization
M	sequencing	ENTITY/Nucleic_acid_sequence
M	sequencing	ENTITY/Genome
M	sequencing	ENTITY/DNA_microarray
M	genome	ENTITY/DNA
M	genome	ENTITY/Gene_expression
M	genome	ENTITY/Gene
M	genome	ENTITY/Nucleic_acid_hybridization
M	genome	ENTITY/Nucleic_acid_sequence
M	genome	ENTITY/Genome
M	genome	ENTITY/RNA
M	ENTITY/Economic_equilibrium	equilibrium
M	ENTITY/Economic_equilibrium	macroeconomic
M	computational	ENTITY/Text_mining
M	computational	ENTITY/Biclustering
M	computational	ENTITY/Bioinformatics
M	computational	ENTITY/Molecular_dynamics
M	computational	ENTITY/Evolutionary_computation
M	computational	ENTITY/Algorithm
M	computational	ENTITY/Systems_biology
M	computational	ENTITY/Quantum_computing
M	computational	ENTITY/Mathematical_optimization
M	computational	ENTITY/Evolutionary_algorithm
M	computational	ENTITY/Connectionism
M	computational	ENTITY/Artificial_neural_network
M	computational	ENTITY/Machine_learning
M	computational	ENTITY/Data_mining
M	expression	ENTITY/Gene_expression
M	bioinformatics	ENTITY/Microarray
M	bioinformatics	ENTITY/Text_mining
M	bioinformatics	ENTITY/Bioinformatics
M	bioinformatics	ENTITY/Systems_biology
M	bioinformatics	ENTITY/Machine_learning
M	bioinformatics	ENTITY/Data_mining
M	ENTITY/DNA	genes
M	ENTITY/DNA	genomic
M	ENTITY/DNA	microarray
M	ENTITY/Microarray	genomic
M	ENTITY/Microarray	microarray
M	metabolic	ENTITY/Gene_expression
M	metabolic	ENTITY/Enzyme
M	ENTITY/Text_mining	visualization
M	ENTITY/Biclustering	clustering
M	ENTITY/Biclustering	bayesian
M	ENTITY/Biclustering	algorithm
M	ENTITY/Biclustering	multiobjective
M	ENTITY/Biclustering	computation
M	ENTITY/Biclustering	pomdps
M	ENTITY/Gene_expression	genes
M	ENTITY/Gene_expression	genomic
M	ENTITY/Gene_expression	proteins
M	ENTITY/Gene_expression	tissue
M	ENTITY/Gene_expression	microarray
M	ENTITY/Bioinformatics	genomic
M	ENTITY/Bioinformatics	bayesian
M	ENTITY/Bioinformatics	informatics
M	ENTITY/Bioinformatics	microarray
M	ENTITY/Bioinformatics	multiobjective
M	inference	ENTITY/Bayesian_probability
M	inference	ENTITY/Boosting_(machine_learning)
M	inference	ENTITY/Bayesian_network
M	inference	ENTITY/Inference
M	inference	ENTITY/Unsupervised_learning
M	inference	ENTITY/Algorithm
M	inference	ENTITY/Regularization_(mathematics)
M	inference	ENTITY/Connectionism
M	inference	ENTITY/Machine_learning
M	inference	ENTITY/Logic_programming
M	ENTITY/Gene	genes
M	ENTITY/Gene	genomic
M	ENTITY/Gene	proteins
M	clustering	ENTITY/Boosting_(machine_learning)
M	clustering	ENTITY/Unsupervised_learning
M	clustering	ENTITY/Algorithm
M	clustering	ENTITY/Machine_learning
M	clustering	ENTITY/Data_mining
M	genes	ENTITY/Eukaryote
M	genes	ENTITY/Protein
M	genes	ENTITY/Enzyme
M	genes	ENTITY/Nucleic_acid_hybridization
M	genes	ENTITY/Nucleic_acid_sequence
M	genes	ENTITY/Transcription_factor
M	genes	ENTITY/Genome
M	genes	ENTITY/RNA
M	ENTITY/Hidden_Markov_model	bayesian
M	ENTITY/Hidden_Markov_model	stochastic
M	ENTITY/Hidden_Markov_model	pomdps
M	genomic	ENTITY/Protein
M	genomic	ENTITY/Nucleic_acid_hybridization
M	genomic	ENTITY/Nucleic_acid_sequence
M	genomic	ENTITY/Genome
M	genomic	ENTITY/DNA_microarray
M	genomic	ENTITY/RNA
M	ENTITY/Bayesian_probability	bayesian
M	proteins	ENTITY/Eukaryote
M	proteins	ENTITY/Protein
M	proteins	ENTITY/Enzyme
M	proteins	ENTITY/Transcription_factor
M	proteins	ENTITY/RNA
M	proteins	ENTITY/Protein_folding
M	ENTITY/Boosting_(machine_learning)	bayesian
M	ENTITY/Boosting_(machine_learning)	algorithm
M	ENTITY/Boosting_(machine_learning)	classifier
M	ENTITY/Boosting_(machine_learning)	multiobjective
M	ENTITY/Boosting_(machine_learning)	classifiers
M	ENTITY/Boosting_(machine_learning)	pomdps
M	ENTITY/Protein	binding
M	ENTITY/Protein	amino
M	ENTITY/Bayesian_network	bayesian
M	ENTITY/Bayesian_network	multiobjective
M	ENTITY/Bayesian_network	stochastic
M	ENTITY/Bayesian_network	pomdps
M	bayesian	ENTITY/Decision_theory
M	bayesian	ENTITY/Unsupervised_learning
M	bayesian	ENTITY/Evolutionary_computation
M	bayesian	ENTITY/Algorithm
M	bayesian	ENTITY/Time_series
M	bayesian	ENTITY/Markov_chain
M	bayesian	ENTITY/Independent_component_analysis
M	bayesian	ENTITY/Support_vector_machine
M	bayesian	ENTITY/Mathematical_optimization
M	bayesian	ENTITY/Regularization_(mathematics)
M	bayesian	ENTITY/Connectionism
M	bayesian	ENTITY/Artificial_neural_network
M	bayesian	ENTITY/Machine_learning
M	bayesian	ENTITY/Data_mining
M	bayesian	ENTITY/Perceptron
M	ENTITY/Molecular_dynamics	thermodynamic
M	ENTITY/Molecular_dynamics	variational
M	ENTITY/Molecular_dynamics	computation
M	ENTITY/Molecular_dynamics	dynamical
M	ENTITY/Molecular_dynamics	calculations
M	ENTITY/Molecular_dynamics	quantum
M	ENTITY/Molecular_dynamics	stochastic
M	ENTITY/Enzyme	amino
M	ENTITY/Enzyme	catalytic
M	ENTITY/Nucleic_acid_hybridization	microarray
M	ENTITY/Decision_theory	theoretic
M	computing	ENTITY/Quantum_computing
M	ENTITY/Entropy	thermodynamic
M	ENTITY/Entropy	equilibrium
M	algorithm	ENTITY/Unsupervised_learning
M	algorithm	ENTITY/Evolutionary_computation
M	algorithm	ENTITY/Algorithm
M	algorithm	ENTITY/Markov_chain
M	algorithm	ENTITY/Independent_component_analysis
M	algorithm	ENTITY/Mathematical_optimization
M	algorithm	ENTITY/Regularization_(mathematics)
M	algorithm	ENTITY/Machine_learning
M	algorithm	ENTITY/Recurrent_neural_network
M	algorithm	ENTITY/Perceptron
M	ENTITY/Nucleic_acid_sequence	microarray
M	visualization	ENTITY/Machine_learning
M	visualization	ENTITY/Data_mining
M	topological	ENTITY/Quantum_field_theory
M	topological	ENTITY/Conformal_field_theory
M	informatics	ENTITY/Systems_biology
M	informatics	ENTITY/Data_mining
M	optimizing	ENTITY/Algorithm
M	optimizing	ENTITY/Mathematical_optimization
M	folding	ENTITY/Protein_folding
M	classifier	ENTITY/Unsupervised_learning
M	classifier	ENTITY/Support_vector_machine
M	ENTITY/Inference	reasoning
M	predictive	ENTITY/Machine_learning
M	ENTITY/Unsupervised_learning	multiobjective
M	ENTITY/Unsupervised_learning	classifiers
M	ENTITY/Unsupervised_learning	feedforward
M	ENTITY/Unsupervised_learning	stochastic
M	ENTITY/Unsupervised_learning	pomdps
M	ENTITY/Evolutionary_computation	multiobjective
M	ENTITY/Evolutionary_computation	computation
M	ENTITY/Evolutionary_computation	robotics
M	ENTITY/Evolutionary_computation	stochastic
M	ENTITY/Algorithm	multiobjective
M	ENTITY/Algorithm	computation
M	ENTITY/Algorithm	recursive
M	ENTITY/Algorithm	approximation
M	ENTITY/Algorithm	stochastic
M	ENTITY/Time_series	stochastic
M	ENTITY/Markov_chain	variational
M	ENTITY/Markov_chain	stochastic
M	ENTITY/Markov_chain	pomdps
M	microarray	ENTITY/Genome
M	microarray	ENTITY/DNA_microarray
M	ENTITY/Systems_biology	multiobjective
M	multiobjective	ENTITY/Support_vector_machine
M	multiobjective	ENTITY/Mathematical_optimization
M	multiobjective	ENTITY/Evolutionary_algorithm
M	multiobjective	ENTITY/Regularization_(mathematics)
M	multiobjective	ENTITY/Machine_learning
M	multiobjective	ENTITY/Data_mining
M	multiobjective	ENTITY/Recurrent_neural_network
M	multiobjective	ENTITY/Logic_programming
M	thermodynamic	ENTITY/Quantum_mechanics
M	thermodynamic	ENTITY/Adsorption
M	mixtures	ENTITY/Adsorption
M	amino	ENTITY/RNA
M	amino	ENTITY/Protein_folding
M	variational	ENTITY/Mathematical_optimization
M	variational	ENTITY/Regularization_(mathematics)
M	variational	ENTITY/Quantum_mechanics
M	variational	ENTITY/Quantum_field_theory
M	variational	ENTITY/Conformal_field_theory
M	computation	ENTITY/Quantum_computing
M	computation	ENTITY/Connectionism
M	computation	ENTITY/Artificial_neural_network
M	computation	ENTITY/Machine_learning
M	computation	ENTITY/Logic_programming
M	ENTITY/Quantum_computing	quantum
M	ENTITY/Support_vector_machine	classifiers
M	ENTITY/Simulation	simulator
M	ENTITY/Mathematical_optimization	stochastic
M	ENTITY/Regularization_(mathematics)	stochastic
M	ENTITY/Regularization_(mathematics)	pomdps
M	artificial	ENTITY/Artificial_intelligence
M	neural	ENTITY/Connectionism
M	neural	ENTITY/Artificial_neural_network
M	neural	ENTITY/Recurrent_neural_network
M	neural	ENTITY/Perceptron
M	ENTITY/Connectionism	feedforward
M	ENTITY/Connectionism	cognitive
M	ENTITY/Connectionism	pomdps
M	approximation	ENTITY/Quantum_field_theory
M	ENTITY/Artificial_neural_network	feedforward
M	ENTITY/Artificial_neural_network	stochastic
M	feedforward	ENTITY/Recurrent_neural_network
M	feedforward	ENTITY/Perceptron
M	ENTITY/Machine_learning	stochastic
M	grammatical	ENTITY/Semantics
M	architectures	ENTITY/Embedded_system
M	ENTITY/Volatility_(finance)	liquidity
M	particles	ENTITY/Adsorption
M	dynamical	ENTITY/Quantum_mechanics
M	dynamical	ENTITY/Quantum_field_theory
M	dynamical	ENTITY/Conformal_field_theory
M	theoretic	ENTITY/Quantum_field_theory
M	ENTITY/Inflation	macroeconomic
M	quantum	ENTITY/Quantum_mechanics
M	quantum	ENTITY/Quantum_field_theory
M	quantum	ENTITY/String_theory
M	quantum	ENTITY/Conformal_field_theory
M	ENTITY/Corporate_governance	finance
M	ENTITY/Corporate_governance	corporate
M	ENTITY/Corporate_governance	macroeconomic
M	ENTITY/Stochastic_volatility	stochastic
M	ENTITY/Stochastic_volatility	macroeconomic
M	ENTITY/Stochastic_volatility	pomdps
M	monetary	ENTITY/European_Central_Bank
M	monetary	ENTITY/Monetary_policy
M	stochastic	ENTITY/Valuation_of_options
M	stochastic	ENTITY/Quantum_field_theory
M	ENTITY/European_Central_Bank	macroeconomic
M	ENTITY/Valuation_of_options	liquidity
M	ENTITY/Valuation_of_options	macroeconomic
M	ENTITY/Valuation_of_options	pomdps
M	liquidity	ENTITY/Monetary_policy
M	macroeconomic	ENTITY/Monetary_policy
M	ENTITY/Monetary_policy	currency
M	diffusion	ENTITY/Adsorption
M	microstructure	ENTITY/Grain_boundary
M	theories	ENTITY/Quantum_field_theory
M	theories	ENTITY/String_theory
M	algebras	ENTITY/Quantum_field_theory
M	algebras	ENTITY/Conformal_field_theory
M	engine	ENTITY/Diesel_engine
M	alloy	ENTITY/Titanium
M	polymer	ENTITY/Materials_science
M	polymer	ENTITY/Adsorption
M	microstructures	ENTITY/Grain_boundary
M	ENTITY/Titanium	alloys
M	ENTITY/Hydrate	hydrate
M	ENTITY/Hydrate	hydrates
M	magnetic	ENTITY/Magnetic_field
M	engines	ENTITY/Diesel_engine
M	fuels	ENTITY/Diesel_fuel
M	conformal	ENTITY/Quantum_field_theory
M	conformal	ENTITY/Conformal_field_theory
M	catalytic	ENTITY/Adsorption
M	gas	ENTITY/Methane
M	ENTITY/Methane	methane
M	ENTITY/Methane	hydrate
M	ENTITY/Methane	hydrates
M	ENTITY/Diesel_engine	diesel
M	ENTITY/Diesel_fuel	diesel
M	ENTITY/Oil_India	petroleum
M	ENTITY/Black_hole	hole
